token,data/hora_envio,idade,genero,cor/raca/etnia,pcd,uf_onde_mora,regiao_onde_mora,uf_de_origem,regiao_de_origem,vive_no_brasil,pais_onde_mora,estado_onde_mora,estado_de_origem,nivel_de_ensino,area_de_formação,situação_de_trabalho,setor,numero_de_funcionarios,atua_como_gestor,cargo_como_gestor,cargo_atual,nivel,tempo_de_experiencia_em_dados,tempo_de_experiencia_em_ti,linguagem_de_programacao_(dia_a_dia),linguagem_mais_usada,linguagem_preferida,banco_de_dados_(dia_a_dia),cloud_(dia_a_dia),cloud_preferida,ferramenta_de_bi_(dia_a_dia)
dls0angnn82trhkh3dls0eqn53wrrnux,16/10/2024 20:44:42,23,Masculino,Branca,Não,GO,Centro-oeste,,,True,,Goiás (GO),,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,False,,Analista de Dados/Data Analyst,Pleno,de 1 a 2 anos,de 1 a 2 anos,"SQL, R, Python, Visual Basic/VBA, Scala",Python,Python,"SQLite, Databricks, SQL SERVER, PostgreSQL, S3, MySQL","Amazon Web Services (AWS), Azure (Microsoft)",Amazon Web Services (AWS),Microsoft PowerBI
9l4z0dnf2xg4p9gbc2z9l4z0ie5ms9ak,16/10/2024 20:45:27,23,Masculino,Branca,Não,RS,Sul,,,True,,Rio Grande do Sul (RS),,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,de 101 a 500,False,,Analista de BI/BI Analyst,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",Python,Python,"PostgreSQL, Databricks",Servidores On Premise/Não utilizamos Cloud,Não sei opinar / Não tenho preferência,Microsoft PowerBI
iv530tlpsxgz906nla3iyxfiv530tijl,16/10/2024 20:45:42,23,Feminino,Branca,Não,RS,Sul,,,True,,Rio Grande do Sul (RS),,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,False,,Analista de BI/BI Analyst,Júnior,Menos de 1 ano,de 1 a 2 anos,SQL,SQL,Python,Databricks,Azure (Microsoft),Não sei opinar / Não tenho preferência,Microsoft PowerBI
dgqntodmmbxvwo9sxkj9dgqntoecap1w,17/10/2024 00:51:19,23,Masculino,Parda,Não,SP,Sudeste,PE,Nordeste,True,,São Paulo (SP),Pernambuco (PE),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,de 501 a 1.000,False,,Analista de Dados/Data Analyst,Júnior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Python, SQL, Visual Basic/VBA",Python,Python,PostgreSQL,Azure (Microsoft),Amazon Web Services (AWS),"Microsoft PowerBI, Metabase"
sw198v602itwzcxfzbesw19yr4gl5phh,17/10/2024 04:15:13,23,Masculino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Outra Opção,de 101 a 500,False,,Analista de Dados/Data Analyst,Júnior,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Python, Visual Basic/VBA",Visual Basic/VBA,Python,SQL SERVER,Servidores On Premise/Não utilizamos Cloud,Amazon Web Services (AWS),"Microsoft PowerBI, Fazemos todas as análises utilizando apenas Excel ou planilhas do google"
gp46q1gvttbe8q7lrznnepgp46qtwbhb,17/10/2024 10:49:39,23,Masculino,Parda,Não,SP,Sudeste,,,True,,São Paulo (SP),,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Varejo,Acima de 3.000,False,,Analista de BI/BI Analyst,Júnior,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Não utilizo linguagem de programação no trabalho,,,Oracle,Cloud Própria,Amazon Web Services (AWS),Microsoft PowerBI
s4wt5o3bj5ys4sl2hk923ed68q4yjybn,17/10/2024 12:39:47,23,Feminino,Amarela,Não,SP,Sudeste,,,True,,São Paulo (SP),,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Finanças ou Bancos,de 101 a 500,False,,Cientista de Dados/Data Scientist,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",SQL,Python,Google BigQuery,Google Cloud (GCP),Não sei opinar / Não tenho preferência,Looker Studio (antigo Google Data Studio)
4opva35grva6e4z4ofslvy7qnrczn8ke,17/10/2024 15:28:37,23,Masculino,Branca,Não,CE,Nordeste,,,True,,Ceará (CE),,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Finanças ou Bancos,de 501 a 1.000,True,Team Leader/Tech Leader,,,de 3 a 4 anos,de 5 a 6 anos,,,,,,,
2q23oywkf82nlj2u7e8s22q23oyrlgdo,18/10/2024 16:50:31,23,Masculino,Parda,Não,SP,Sudeste,,,True,,São Paulo (SP),,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Setor Alimentício,Acima de 3.000,False,,Analista de BI/BI Analyst,Sênior,de 5 a 6 anos,de 5 a 6 anos,"SQL, Python",SQL,Python,"Databricks, SQL SERVER, PostgreSQL, Snowflake","Azure (Microsoft), Servidores On Premise/Não utilizamos Cloud",Azure (Microsoft),"Microsoft PowerBI, Grafana"
ay7tivvo3nys19t2ay4c8ka0oqiy7t1h,19/10/2024 15:23:14,23,Feminino,Branca,Não,MG,Sudeste,,,True,,Minas Gerais (MG),,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,de 101 a 500,False,,Analista de BI/BI Analyst,Júnior,de 1 a 2 anos,de 1 a 2 anos,Python,Python,Python,Amazon Athena,Amazon Web Services (AWS),Não sei opinar / Não tenho preferência,Tableau
shxyos5zgwuxw79j92oivhshxyos2lko,20/10/2024 00:34:44,23,Masculino,Parda,Não,SP,Sudeste,PI,Nordeste,True,,São Paulo (SP),Piauí (PI),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,de 101 a 500,False,,Outra Opção,Júnior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,,,,,
8k0r3kvbx3v1cmvo2lmbo8k0r3kvbibq,20/10/2024 13:29:32,23,Feminino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Setor Alimentício,Acima de 3.000,False,,Analista de Dados/Data Analyst,Júnior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"R, SQL, Python",R,R,"SAP HANA, PostgreSQL, Firebird",Não utilizo,Não sei opinar / Não tenho preferência,"Microsoft PowerBI, SAP Business Objects/SAP Analytics"
d48i2spbcft7689wd48i2admm320rl3r,21/10/2024 00:39:53,23,Masculino,Parda,Não,MG,Sudeste,,,True,,Minas Gerais (MG),,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Outra Opção,de 51 a 100,False,,Cientista de Dados/Data Scientist,Júnior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"R, Python",Python,Python,Databricks,Azure (Microsoft),Não sei opinar / Não tenho preferência,Outra opção
fvas8w3yk3fpja2wwqnnfvas8w3y9a14,21/10/2024 12:39:08,23,Masculino,Branca,Não,MG,Sudeste,,,True,,Minas Gerais (MG),,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Setor Alimentício,Acima de 3.000,False,,Analista de Dados/Data Analyst,Júnior,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",SQL,Python,"S3, Databricks",Amazon Web Services (AWS),Amazon Web Services (AWS),Outra opção
wa67fy0iru2kerj1uwa67f93p6bxxpm8,21/10/2024 12:58:02,23,Masculino,Parda,Não,SP,Sudeste,,,True,,São Paulo (SP),,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,de 101 a 500,False,,Engenheiro de Dados/Data Engineer/Data Architect,Pleno,de 3 a 4 anos,de 1 a 2 anos,"SQL, Python, JavaScript",SQL,Python,"PostgreSQL, MySQL","Google Cloud (GCP), Magalu Cloud",Não sei opinar / Não tenho preferência,"Grafana, Looker, Metabase"
vs5pbmpodu4j8ejnvs5pbm15wy3b6vun,21/10/2024 13:12:11,23,Masculino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Setor Alimentício,Acima de 3.000,False,,Cientista de Dados/Data Scientist,Júnior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Python,Python,Python,Hive,Azure (Microsoft),Não sei opinar / Não tenho preferência,Outra opção
237zskf2ww2eps4m3237zsa68sd1b8wq,21/10/2024 13:17:42,23,Masculino,Parda,Não,RJ,Sudeste,,,True,,Rio de Janeiro (RJ),,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,Acima de 3.000,False,,Cientista de Dados/Data Scientist,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",Python,Python,"S3, Redis, Databricks",Amazon Web Services (AWS),Amazon Web Services (AWS),Outra opção
dhk2dv6t5qc6su8dhk2dv6adshd92ofp,21/10/2024 15:15:43,23,Masculino,Branca,Não,MG,Sudeste,,,True,,Minas Gerais (MG),,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Setor Automotivo,Acima de 3.000,False,,Cientista de Dados/Data Scientist,Pleno,de 1 a 2 anos,Menos de 1 ano,"SQL, R, Python",Python,Python,"Google BigQuery, Amazon Athena","Google Cloud (GCP), Amazon Web Services (AWS)",Azure (Microsoft),Microsoft PowerBI
14t8lhlblktx63j1gcjz8z14t8l9ele0,21/10/2024 17:32:21,23,Masculino,Preta,Não,MG,Sudeste,RJ,Sudeste,True,,Minas Gerais (MG),Rio de Janeiro (RJ),Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Internet/Ecommerce,Acima de 3.000,False,,Analista de Dados/Data Analyst,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",SQL,Python,"Databricks, S3",Amazon Web Services (AWS),Amazon Web Services (AWS),"Tableau, Outra opção"
om8o669s8nyycnfom88ii58dofabtaep,21/10/2024 17:44:46,23,Feminino,Branca,Não,PR,Sul,,,True,,Paraná (PR),,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Estagiário,Tecnologia/Fábrica de Software,Acima de 3.000,False,,Analista de Dados/Data Analyst,Júnior,Menos de 1 ano,Menos de 1 ano,"SQL, Python",SQL,Python,"Databricks, Snowflake","Amazon Web Services (AWS), Oracle Cloud",Amazon Web Services (AWS),"Looker Studio (antigo Google Data Studio), Tableau"
arr3413gx3f0c5g5gfcxarr3tmftdb0b,21/10/2024 18:10:37,23,Feminino,Branca,Sim,SP,Sudeste,,,True,,São Paulo (SP),,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Tecnologia/Fábrica de Software,Acima de 3.000,False,,Analista de Dados/Data Analyst,Pleno,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",SQL,Python,"S3, Amazon Redshift, Databricks",Amazon Web Services (AWS),Não sei opinar / Não tenho preferência,"Tableau, Outra opção"
ntq3p6cibknhkqqnsme0e5d8n51nhkqq,21/10/2024 18:18:52,23,Masculino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,Acima de 3.000,False,,Analista de Dados/Data Analyst,Pleno,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",SQL,Python,Databricks,Amazon Web Services (AWS),Amazon Web Services (AWS),Microsoft PowerBI
nftb4q4h1n0qxnwntuinfnftb69qhm8c,22/10/2024 00:33:31,23,Masculino,Branca,Não,RS,Sul,CE,Nordeste,True,,Rio Grande do Sul (RS),Ceará (CE),Estudante de Graduação,Outras Engenharias (não incluir engenharia de software ou TI),Estagiário,Tecnologia/Fábrica de Software,de 11 a 50,False,,Engenheiro de Machine Learning/ML Engineer/AI Engineer,Júnior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",Python,Python,PostgreSQL,"Amazon Web Services (AWS), Azure (Microsoft)",Amazon Web Services (AWS),Tableau
6vt16xtfybaklse8w6vt16x88jdgb9ne,22/10/2024 18:18:31,23,Masculino,Amarela,Não,SP,Sudeste,,,True,,São Paulo (SP),,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Outra Opção,de 501 a 1.000,False,,Analista de BI/BI Analyst,Júnior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Não utilizo linguagem de programação no trabalho,,,SQL SERVER,Não utilizo,Azure (Microsoft),Microsoft PowerBI
jio6q28vpfgzmnsjxr9jio6ya0rbd23v,22/10/2024 18:18:43,23,Feminino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Varejo,de 101 a 500,False,,Analytics Engineer,Pleno,de 1 a 2 anos,de 1 a 2 anos,"SQL, Python",SQL,SQL,"Snowflake, S3, PostgreSQL",Amazon Web Services (AWS),Não sei opinar / Não tenho preferência,"Microsoft PowerBI, Grafana, Metabase, Fazemos todas as análises utilizando apenas Excel ou planilhas do google"
tli9f38xm4ksqqtli9f28cp2y3ndddjl,25/10/2024 18:09:18,23,Masculino,Preta,Não,MA,Nordeste,,,True,,Maranhão (MA),,Não tenho graduação formal,,Empregado (CLT),Varejo,Acima de 3.000,False,,Analytics Engineer,Pleno,de 3 a 4 anos,de 1 a 2 anos,"SQL, Python",SQL,Python,"Databricks, SQL SERVER",Azure (Microsoft),Azure (Microsoft),"Microsoft PowerBI, Qlik View/Qlik Sense, Redash"
9kst3h01mzpbddji9tyhru9kst3h0siu,26/10/2024 18:19:07,23,Masculino,Branca,Não,GO,Centro-oeste,,,True,,Goiás (GO),,Estudante de Graduação,Outras Engenharias (não incluir engenharia de software ou TI),Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,de 501 a 1.000,False,,Engenheiro de Machine Learning/ML Engineer/AI Engineer,Pleno,de 1 a 2 anos,de 1 a 2 anos,Python,Python,Python,Google Firestore,Google Cloud (GCP),Google Cloud (GCP),Não utilizo nenhuma ferramenta de BI no trabalho
y5k605rctqwewt7ssa7y5k605se6er9r,28/10/2024 13:44:25,23,Feminino,Preta,Não,BA,Nordeste,,,True,,Bahia (BA),,Graduação/Bacharelado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Empregado (CLT),Indústria,Acima de 3.000,False,,Analytics Engineer,Sênior,de 3 a 4 anos,de 1 a 2 anos,"SQL, Python",Python,Python,Google BigQuery,Google Cloud (GCP),Google Cloud (GCP),"Tableau, Looker, Looker Studio (antigo Google Data Studio)"
p3youz39z2mnfhfx2p3youz43yywligm,28/10/2024 17:22:57,23,Masculino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Telecomunicação,Acima de 3.000,False,,Cientista de Dados/Data Scientist,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Python, SQL",Python,Python,"SQL SERVER, SQLite","Google Cloud (GCP), Azure (Microsoft)",Google Cloud (GCP),Não utilizo nenhuma ferramenta de BI no trabalho
bb25hodhfykbdiemtwbb25hph4y11xyp,28/10/2024 22:19:19,23,Feminino,Preta,Não,SP,Sudeste,,,True,,São Paulo (SP),,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Setor Alimentício,Acima de 3.000,False,,Analytics Engineer,Pleno,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",SQL,Python,"Google BigQuery, SQL SERVER",Google Cloud (GCP),Google Cloud (GCP),Microsoft PowerBI
vqxn3wezl1pzzdvfhrrv2xvqxn3w5u0e,29/10/2024 20:28:25,23,Masculino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Área da Saúde,de 101 a 500,False,,Analista de Suporte/Analista Técnico,Pleno,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,,,,,
8ccokikryt647bs6q201z8ccoblofzia,29/10/2024 22:02:51,23,Feminino,Branca,Não,MG,Sudeste,,,True,,Minas Gerais (MG),,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Outra Opção,de 101 a 500,False,,Analista de Dados/Data Analyst,Pleno,de 3 a 4 anos,Menos de 1 ano,"SQL, Python",SQL,Python,"S3, MySQL, Amazon Redshift, SQL SERVER",Amazon Web Services (AWS),Amazon Web Services (AWS),Microsoft PowerBI
vg463zmqqkvg4ousln4vlhji9o4jxp9o,31/10/2024 23:01:52,23,Feminino,Branca,Não,RS,Sul,,,True,,Rio Grande do Sul (RS),,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,False,,Analista de Dados/Data Analyst,Júnior,de 1 a 2 anos,Menos de 1 ano,"SQL, Python",SQL,Python,Databricks,Amazon Web Services (AWS),Amazon Web Services (AWS),Microsoft PowerBI
e3zg35kufay4oie3zgmwhmws25oo2eiw,03/11/2024 14:41:06,23,Masculino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Educação,Acima de 3.000,False,,Analista de Dados/Data Analyst,Pleno,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",SQL,Python,"Databricks, SQL SERVER",Azure (Microsoft),Amazon Web Services (AWS),Microsoft PowerBI
tjruhqyh6g221qtjruhvbq3fvt172k8v,04/11/2024 11:39:13,23,Masculino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,de 501 a 1.000,False,,Outra Opção,Júnior,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,SQL,SQL,Python,SQL SERVER,"Amazon Web Services (AWS), Azure (Microsoft)",Amazon Web Services (AWS),Qlik View/Qlik Sense
3qb6csgxy75zzgxee3qbhtsn4mkmp5nh,04/11/2024 16:42:09,23,Masculino,Parda,Não,GO,Centro-oeste,,,True,,Goiás (GO),,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Setor Imobiliário/ Construção Civil,Acima de 3.000,False,,Analista de BI/BI Analyst,Pleno,de 1 a 2 anos,de 1 a 2 anos,"SQL, Python",SQL,Python,"SQL SERVER, PostgreSQL",Servidores On Premise/Não utilizamos Cloud,Não sei opinar / Não tenho preferência,Microsoft PowerBI
x6mlmxvanbj6zser8vx6mlmvf5ggxdbj,04/11/2024 19:48:34,23,Masculino,Parda,Não,MG,Sudeste,,,True,,Minas Gerais (MG),,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Área da Saúde,de 101 a 500,False,,Analista de Dados/Data Analyst,Sênior,de 3 a 4 anos,de 3 a 4 anos,"SQL, Python, Java, JavaScript",SQL,Python,"Oracle, PostgreSQL",Cloud Própria,Amazon Web Services (AWS),"Microsoft PowerBI, Grafana, Outra opção, Pentaho"
4ev2j9pbxdpiepl4ev7dkmpnobuswz4j,05/11/2024 14:57:49,23,Feminino,Branca,Não,,,,,False,Estados Unidos,,,Estudante de Graduação,Outra opção,Vivo fora do Brasil e trabalho para empresa de fora do Brasil,Área de Consultoria,de 11 a 50,False,,Cientista de Dados/Data Scientist,Júnior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,R,R,R,"Databricks, PostgreSQL",Google Cloud (GCP),Não sei opinar / Não tenho preferência,Não utilizo nenhuma ferramenta de BI no trabalho
ktt0lbng1fza4ubgkt3l9wznjswmqgdx,07/11/2024 15:36:39,23,Masculino,Parda,Não,CE,Nordeste,,,True,,Ceará (CE),,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,"Desempregado, buscando recolocação",,,,,,,,,,,,,,,
